en,tr,partition
"Dear Friends,
","Değerli Dostlar,
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"At our recent Summit in Colombo, Sri Lanka, we asked members of our community what motivates them to participate in Global Voices.
","Kolombo, Sri Lanka'da gerçekleştirdiğimiz Zirvemizde, üyelerimize onları Global Voices'a katkıda bulunmaya yönelten motivasyonun ne olduğunu sorduk.
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"Among values like understanding, diversity, acceptance, fairness, respect, inclusiveness and curiosity, one that stood out for us was messiness.
","Anlayışlılık, çeşitlilik, eşitlik, saygı, merak, bir arada olmak gibi değerler bulunurken, dikkatimizi çeken bir tanesi dağınıklık idi.
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"The messiness of negotiating difference, of communicating across national borders and cultural and language barriers, the messiness of creativity, the messiness that comes with any situation or relationship worth fighting for.
","Değişiklerle başa çıkmanın, ülke sınırlarının, kültürel ve dil engellerinin yarattığı dağınıklık, yaratıcılıkla gelen dağınıklık, adına çaba sarf edilen her olay ve ilişki için ortaya çıkan dağınıklık.
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"At Global Voices, some 1,200 of us live and work in over 170 countries around the world.
","Global Voices ile 1200 kadarımız 170 üzeri farklı ülkede yaşıyor ve çalışıyor.
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"Donations to our organisation help this worldwide community report stories that forge deep connections across cultures, languages and differences of opinion—work that's urgent as we seek to understand how to live harmoniously in a difficult global environment.
","Topluluğumuza yapılan bağışlar; kültürler, diller ve görüşler arası derin bağlantılar kuran uluslararası haber yazılarını yayınlamamıza destek olmakta, bu zorlu küresel çevrede barış içinde yaşamın yollarını anlama yolunda yaptığımız işin öneminin farkındayız.
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"As 2017 draws to a close, please make a donation to help us continue our work.
","2017 bitmek üzereyken, çabalarımızı sürdürmek için yardımda bulunabilirsiniz.
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"Thank you for your support, and wishing you a 2018 filled with joy and peace!
","Desteğiniz için teşekkürler, hepinize mutluluk ve barış dolu bir 2018 yılı diliyoruz!
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"Donate now »
","Bağış Yap »
",2017_12_22_at-global-voices-were-all-over-the-place-help-us-keep-it-that-way_
"The Ahwazis of Iran Face Death Sentences after False Accusations of Opposing the Government · Global Voices
","İran'daki Ahvazlılar Hükümete Karşı Çıktıkları Yönünde Yapılan Sahte Suçlamalar Yüzünden Ölüm Cezası ile Yüzleşiyor
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Ahwazi Arabs protest in London demonstrating against Iran's treatment of its Ahwazi population on 3 July 2016.
","Ahvazlı Araplar, Temmuz 2016'da İran'ın Ahvaz nüfusuna karşı tutumuna karşı Londra'da eylem yapıyor.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Image from Peter Tatchell Foundation used with permission.
","Fotoğraf Peter Tatchell Vakfı'nın izni ile kullanılmıştır.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"On August 31, an Iranian court sentenced two Ahwazi Arab men to death and six received imprisonments of three to 25 years for the crime of alleged membership in non-existent opposition groups.
","31 Ağustos'ta bir İran mahkemesi cinsiyeti erkek iki Ahvaz Arabı ölüm cezasına ve altı kişiyi var olmayan muhalefet gruplarına üye olduğu iddia edilmesi suçundan dolayı üç ila 25 yıl hapis cezasına çarptırdı.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The latest death sentences are part of an escalating wave of repression within Iran, which is now second only to China in annual per capita execution rates.
","En son ölüm cezaları, yıllık kişi başına düşen infaz oranlarına göre Çin'den sonra ikinci sırada olan İran'da artan baskının bir parçasıydı.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"According to Amnesty International, the Iranian regime now executes an average of three people per day, including women and children, with the rates of execution being disproportionately higher against members of ethnic minorities such as Ahwazi Arabs, Kurds, Baluchis, Turks, and Turkmen.
","Ulusal Af Örgütü'ne göre, şimdi ki İran rejimi günde en az üç kişiyi infaz ediyor, bu infazlar orantısız bir şekilde Ahvaz Arapları, Kürt, Baluçi, Türk ve Türkmen gibi etnik azınlıkların üyelerine karşı daha yapılmaktadır.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The eight Ahwazi men sentenced on August 31 were primarily from the Ahwazi ancient city of Shush (Susa) and the surrounding area.
","31 Ağustos'ta cezalandırılan sekiz Ahvazlı adam özellikle antik Ahvaz şehri Shush (Susa) ve çevresindeki bölgedendir.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"All were reportedly subjected to torture that forced them to sign false confessions admitting they were the founders of the non-existent ‘Jund al- Farouq’ or ‘Soldiers of Farouq’ opposition group.
","Hepsi işkenceye maruz bırakılıp aslında var olmayan muhalefet grubu ""Jund al-Farouq"" veya ""Faruğun Askerleri''nin kurucuları olduklarını söyledikleri yalan itiraflar imzalamaya zorlandılar.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The name of this false group draws on long-standing tensions between Sunni and Shia Muslims in Iran.
","Bu sahte grubun adı İran'da Sünni ve Şii Müslümanlar arasında uzun süredir gerginlik yaratmıştır.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Shia Islam, and by extension the Islamic Republic of Iran, does not recognize the legitimacy of the Rashidun Caliphate of 634 B.C. Using the name ""Soldiers of Farouq"" also happens to be the nickname of Umar ibn Al-Khattab, the second Muslim caliph of Rashidun Caliphate.
","Şii İslam, İran İslam Cumhuriyetine bağlı olarak, M.Ö. 634 Raşidun Hilafetinin meşruiyetini tanımıyor.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Ahwazi Arab activists believe the regime fabricated the group to present the Ahwazi people as extremists associated with Saudi-led plots to disrupt Iran.
","These arrests signal Tehran's intention to undermine indigenous Ahwazi Arabs, leaning on their geopolitical narrative to protect Iran at all cost from Saudi encroachment.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"To this end, linking the Ahwazi to false opposition groups justifies the regime's crackdown on the group as a matter of 'national security.'
","Bu sebeple Ahvaz'ı yanlış muhalefet gruplarıyla ilişkilendirmek, rejimin gruba yönelik baskısını ""ulusal güvenlik"" meselesi olarak meşrulaştırmaktadır.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Defendants were not allowed legal representation, and the verdict in the ‘Ahwaz Revolutionary Court’ was a foregone conclusion.
","Davalıların yasal temsiline izin verilmiyordu ve 'Ahvaz Devrim Mahkemesi'ndeki karar kaçınılamayan bir sonuçtu.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The charges against all eight men were:
","Sekiz adama yönelik suçlamalar şunlardı:
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"“Moharebeh through the foundation of the Jund al-Farouq group, membership of opposition groups, and propaganda against the regime.""
","""Jund al-Farouq grubunu kurarak Tanrıya düşmanlık , muhalefet gruplarına üyelik, rejime karşı propoganda.""
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Who are the arrested Ahwazi men?
","Tutuklanan Ahvazlılar kimdir?
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Those sentenced to death are 36-year-old Abdullah Karamullah Ka’ab, married with three children, from the Shavur district, and 30-year-old Ghassem Abdullah from the village of Kaab Beit Allawi.
","Ölüm cezası ile yükümlendirilenler Shavur bölgesinden, üç çocuk sahibi 36 yaşındaki Abdullah Karamullah Ka'ab ve Kaab Beit Allawi köyünden 30 yaşındaki Ghassem Abdullah'dı.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The dates for the executions are unknown yet imminent.
","İdam tarihi henüz bilinmiyor fakat yakında gerçekleşecektir.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Their families are unaware of the legal process by which to appeal these sentences.
","Aileleri bu cezaların temyizi için yasal süreçten habersiz.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Abdullah was sentenced to death on charges of enmity to god through alleged membership in an Ahwazi opposition group.
","Abdullah bir Ahvaz muhalefet grubuna üye olduğu iddia edilerek tanrıya düşmanlık iddialarıyla ölüme mahkûm edildi.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Image provided by the family for distribution.
","Fotoğraf ailesi tarafından paylaşılmak üzere sağlanmıştır.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Three defendants were each sentenced to 25 years imprisonment: 23-year-old Majed Beit Abdullah from Khalaf Moslem, 30-year-old Ahmed Kaab, a poet from Shush, and 31-year-old Hassan Beit Abdullah from Kaab Beit Allawi.
","Üç sanığın her birisi 25 yıl tutukluluk cezasına çarptırılmıştır: Khalaf Moslem'den 23 yaşındaki Majed Beit Abdullah, Shush'tan 30 yaşındaki şair Ahmed Kaab, Kaab Beit Allawi'den 31 yaşındaki Hassan Beit Abdullah.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Three other men all from the Shavur district were sentenced to three years each: Hassan Karmalachaab and Majid Beit Abdullah, both 24 years old and Issa Beit Abdullah, 30 years old.
","Shavur ilçesinden 3 diğer kişi üçer yıllık hapis cezasına çarptırılmıştır: Her ikisi de 24 yaşında olan Hassan Karmalachaab ve Majid Beit Abdullah ve 30 yaşındaki Issa Beit Abdullah.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The defendants were arrested in raids on their families’ homes by security personnel on October 16, 2015.
","Ahmad, Majed, and Abdullah were transferred to Masjid Suleiman Prison following an intensive interrogation.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"All eight were later transferred to Shush headquarters of the Intelligence Directorate, infamous for torturing detainees.
","Sekiz kişi daha sonra, gözaltına alınan kişilere işkence yapmakla adı kötüye çıkmış İstihbarat Müdürlüğü Shush karargahına transfer edildi.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"They were kept there incommunicado for the next two years and forbidden any visitation or communication with their families.
","Önümüzdeki iki yıl boyunca hücreye atıldılar ve aileleri ile herhangi bir ziyaret ya da iletişim yasaklandı.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"After the trial, the defendants were taken to the Intelligence Directoratecentertion center in Ahwaz City.
","Duruşmadan sonra, sanıklar Ahvaz Şehrindeki İstihbarat Müdürlüğü Merkez Müdürlüğüne götürüldü.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Ghassem Abdullah was the second Ahwazi sentenced to death for alleged participation in Ahwazi opposition groups.
","Ahvaz muhalefet gruplarına katıldığı iddia edilen ikinci Ahvazlı Ghassem Abdullah idam cezasına çarptırıldı.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Image provided by family.
","Fotoğraf aile tarafından elde edilmiştir.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Defendants' families call for human rights intervention
","Sanıkların aileleri insan hakları müdahalesi istiyorlar
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Families of the two defendants sentenced to death called for all human rights organizations to amplify their children's plight to the international community.
","Ölüm cezasına çarptırılan iki sanığın aileleri tüm insan hakları örgütlerinden çocuklarının durumunu uluslararası topluluğa duyurmalarını istedi.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"They stated:
","Şunları söylediler:
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"“our sons are innocent and the allegations against them by the Iranian judicial and security authorities are false.”
","""Oğullarımız masum ve İran yargı ve güvenlik makamları tarafından onlara karşı yapılan iddialar doğru değil.""
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Karim Dahimi, an Ahwazi rights activist based in London who has been in touch with the families told Global Voices:
","Ailelerle iletişimde olan Londra'da bulunan bir Ahvaz hakları aktivisti Karim Dahimi Global Voices'a şunları söyledi:
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"“The families of two political prisoners, Abdullah Karamullah Ka’ab and Ghassem Abdullah, were informed that they were sentenced to death by the First Branch of the Revolutionary Court for waging war against God, conspiring with foreign countries against the government, joining banned groups and spreading anti-regime propaganda.”
","""İki siyasi mahkum olan Abdullah Karamullah Ka'ab ve Ghassem Abdullah'ın ailelerine, Devrim Mahkemesinin Birinci Şubesi tarafından Tanrı'ya karşı savaş açmak, yabancı ülkeler ile hükümete karşı komplo kurmak, yasaklanmış gruplara katılmak ve rejim karşıtı propaganda yapmak suçlarından ölüme mahkum edildikleri söylendi.""
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"“Two years later, the men were taken to Isfahan province, where they were allowed a brief call to their families to inform them of their new detention location.
","Their families sought to visit them there, but were denied any visitation rights.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Recent information revealed that they were kept in solitary confinement cells run by the intelligence service branch in Isfahan.”
","Yeni bilgiler, Onların İsfahan'daki istihbarat servisinin kontrolü altındaki hücrelerde tutulduğunu ortaya koydu. ""
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Iran's recent crackdown on the Ahwazi and other minority groups
","İran'ın Ahvaz ve diğer etnik azınlıklara yaptığı son kısıtlamalar
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"In recent years, the government has stepped up its already brutal persecution of Ahwazi Arabs and other minorities in Iran, such as Kurds, Baluchis, Turks, and Turkmen.
","Son yıllarda hükümet, Ahvaz Arapları ve İran'daki Kürtler, Baluçiler, Türkler ve Türkmenler gibi diğer azınlıklara karşı gerçekleştirdiği acımasız zulmü artırdı.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"This comes as the Third Committee of the United Nations General Assembly passed a resolution on November 14 condemning Iran for its widespread human rights violations, increasing executions and repression of ethnic and religious minorities.
","Birleşmiş Milletler Genel Kurulu Üçüncü Komitesi, 14 Kasım'da İran'ı geniş çapta insan hakları ihlalleri, artan idamlar ve etnik ve dini azınlıkların bastırılması nedeniyle kınayan bir önergeyi meclisten geçirdi.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Despite repeated calls by many international human rights organizations (including the United Nations, Amnesty International, and Human Rights Watch) to end its inhumane policies, the judiciary has actively accelerated and intensified its torture and executions of dissident and minority groups.
","Birçok uluslararası insan hakları örgütünden ( Birleşmiş Milletler, Ulusal Af, İnsan Hakları İzlemesi de dahil) gelen insanlık dışı politikalarını sona erdirme çağrılarına rağmen yargı, muhalif ve azınlık gruplarına karşı işkence ve infazı aktif biçimde hızlandırdı ve yoğunlaştırdı.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The current brutality recalls the era of Ayatollah Khomeini following the 1979 ‘Islamic revolution' when mass execution of dissidents and opposition politicians was first normalized.
","Şu anki vahşet, muhalif ve muhalefet politikacılarının kitlesel infazının ilk önce normal hale getirildiği 1979 'İslam Devrimi'nden sonraki Ayetullah Humeyazı'nın dönemini hatırlatıyor.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"The government also builds Persian-only settlements in the Ahwaz region, renamed Khuzestan in 1936, and forbids indigenous Arab peoples from living there.
","Ahwazis are denied jobs at oil and gas refineries in the region, which provides 95% of Iran’s oil and gas resources.
",2017_12_12_the-ahwazi-of-iran-face-death-sentences-after-false-accusations-of-opposing-the-government_
"Amidst the Advent Season, Church Blast Leaves Nine Dead and Several Injured in Quetta, Pakistan · Global Voices
","Pakistan Ketta'da Noel Öncesinde Bir Kilise Bombalandı: 9 Ölü ve Çok Sayıda Yaralı
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Pakistan's Christian minority protest against an attack on their community members in Lahore in 2013.
","Pakistan'daki Hristiyan azınlık, 2013'te Lahor'daki azınlığa karşı yapılan saldırıyı protesto ederken.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Image by Rajput Yasir.
","Fotoğraf, Rajput Yasir.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Copyright Demotix (10/3/2013)
","Telif hakkı Demotix (10/3/2013)
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"On Sunday, December 17, 2017, a bomb went off at the gates of the Bethel Memorial Methodist Church in Quetta, Pakistan.
","17 Aralık 2017 Pazar günü, Pakistan Ketta'daki Bethel Hatıra Metodolojisi Kilisesi kapılarında bir bomba patladı.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"The bombing occurred while worshippers were attending service, leaving nine dead and more than 50 injured.
","Bombalama, ibadetçiler dua ederken meydana geldi, ardında dokuz ölü ve 50'den fazla yaralı bıraktı.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"According to media reports, one of the two attackers attempting to go in the front entrance was shot dead by the police force before he could enter the church's premises.
","Basında çıkan haberlere göre, kilisenin ön girişinden geçmeye çalışan iki saldırgandan birisi kilise girmeden önce polis tarafından vurularak öldürüldü.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Two other attackers who attempted to enter through the back gates are still missing as the police continue the search operation.
","Arka kapılardan girmeye çalışan iki saldırgan polisin arama operasyonuna devam etmesine rağmen henüz bulunamadı.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"The attack occurred nearly a week before Christmas and has shaken the minority Christian community in Pakistan.
","Saldırı, Noel'den yaklaşık bir hafta önce gerçekleşti ve Pakistan'daki azınlık Hristiyan topluluğunu sarstı.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"ISIS has claimed responsibility for the attack.
","IŞİD, bu saldırının sorumluluğunu üstlendi.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"People took to social media, condemning the attack and showing solidarity with the families of the deceased and injured.
","İnsanlar yaralı ve ölülerin aileleriyle dayanışma gösterip saldırıyı kınayarak sosyal medyada seslerini duyurdu.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Netizen Dua Fatima Khan condemned the attack on Twitter:
","İnternet kullanıcısı Fatima Khan saldırıyı Twitter üzerinden şu şekilde kınadı:
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"I strongly condemn the terrorist attack in #Quetta.
","#Quetta (Keta)'daki saldırıyı şiddetle kınıyorum.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"My thoughts are with the families of the deceased and prayers with the injured. #Pakistan — Dua Fatima Khan (@DuaFatimaPK) December 17, 2017
","Ölenlerin aileleriyle birlikte yas tutuyorum ve yaralılara dualarımı gönderiyorum. #Pakistan
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Journalist Mehr Tarar tweeted:
","Gazeteci Mehr Tarar'ın paylaştığı tweet'te:
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Heartfelt prayers and condolences for the families of all those who were killed in an attack on a church in Quetta.
","Ketta'daki kilise saldırısında öldürülenlerin ailelerine en içtenlikle dualarımı gönderiyor ve başsağlığı diliyorum.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"A truly low point for a society when its mosques, churches, imambarghas or temples need security. — Mehr Tarar (@MehrTarar) December 18, 2017
","Bir toplumun dibe vurduğu an camilerinin, kiliselerinin veya tapınakların güvenliğe ihtiyaç duyduğu zamandır.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"In response to these terrorist attacks, people once again began voicing their support for the implementation of the National Action Plan(NAP), a plan put forward to combat terrorism in 2015.
","Bu terörist saldırılarına tepki olarak, insanlar bir kez daha 2015 yılında terörle mücadele için ortaya atılan bir plan olan Ulusal Eylem Planı'nın (NAP) uygulanmasına verdikleri desteği dile getirmeye başladılar.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"This plan was put into action after the tragic incident which occurred at the Army Public School in Peshawar, Pakistan, that led to the death of 149 people, most of whom were children.
","Bu plan, Pakistan'ın Peşaver kentindeki Ordu Kamu Okulunda meydana gelen ve çoğunlukla çocuk olan 149 kişinin ölümüne yol açan trajik olaydan sonra hayata geçirildi.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Also Read: One Month on, Pakistanis Pledge to ‪#‎NeverForget ‪the Horrific Peshawar School Massacre
","Ayrıca Oku: Pakistanlıların Korkunç Peşaver Okulu Katliamını Unutmama Yemininin Üzerinden Bir Ay Geçti
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Filmmaker Rehan Khan took to Twitter to criticise the government:
","Film yapımcısı Rehan Khan hükümeti Twitter üzerinden şu şekilde eleştirdi:
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Another attack.
","Bir saldırı daha.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Another thread of condemnation.
","Başka bir kınama zinciri daha.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"No sign of the National Action Plan #Quetta
","Ulusal Eylem Planı'ndan bir haber yok.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"No let up in terrorist attacks.
","Terörist saldırılarında azalma yok.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Sincere condolences to those who have lost their loved ones. — Reham Khan (@RehamKhan1) December 17, 2017
","Sevdiklerini kaybeden herkese içtenlikle başsağlığı diliyorum.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Actor Hamza Ali Abbassi called on the government to take action:
","Oyuncu Hamza Ali Abbassi hükümeti harekete geçmeye çağırdı:
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"#Quetta Enemies of Pakistan & Humanity attack anything they can, schools, markets, hotels, mosques, shrines & churches!
","#Quetta Pakistanın ve insanlığın düşmanları saldırabildikleri her şeye saldırıyorlar; okullar, pazarlar, oteller, camiler, türbe ve kiliseler!
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Prayers for the departed souls & my one question to Govt is: Security forces alone cant eliminate terrorism, WHEN WILL YOU IMPLEMENT NATIONAL ACTION PLAN? — Hamza Ali Abbasi (@iamhamzaabbasi) December 19, 2017
","Dualarım aramızdan ayrılanlarla & devlete tek bir sorum var: Güvenlik güçleri tek başına terörün önüne geçemiyor, ULUSAL EYLEM PLANI'NI NE ZAMAN UYGULAYACAKSINIZ?
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Freelance journalist Syed Hussain tweeted a photo of clerics of all faiths showed solidarity to the Christian community:
","Freelance gazeteci Syed Hussain, tüm inançların din adamlarının birlikte olduğu bir fotoğraf paylaşıp Hristiyan topluluğa destek gösterdi:
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"#Christians and religious leaders from other faiths take part in a service for the victims of a suicide attack on a church in Quetta at the Sacred Heart Cathedral #LAHOREpic.twitter.com/ZtdqvfzYPF — Syedih (@SyedIHusain) December 19, 2017
","#Hristiyanlar ve diğer dinlere mensub din liderleri Keta'daki kilise bombalamasının kurbanları için Sacred Heart Katedrali'nde yapılan dini törene katıldılar. #LAHORE
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Protection of minorities in Pakistan
","Pakistan'daki azınlıkların korunması
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Christians make up approximately 1.6 percent of Pakistan's 200 million and have faced discrimination for the past several years.
","Hristiyanlar, Pakistan'ın 200 milyonluk nüfusunun yaklaşık yüzde 1.6'sını oluşturuyor ve son birkaç yıldır ayrımcılığa maruz kalıyorlar.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"One of Punjab's deadliest attacks occurred in Lahore during Easter in 2016 and resulted in the deaths of over 70 people, including several children.
","Pencap'taki ölümcül saldırılarından birisi, 2016'da Paskalya sırasında Lahor'da meydana geldi ve birkaçı çocuk olmak üzere 70'den fazla insanın ölümüyle sonuçlandı.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Religious cleric Imam Tawhidi tweeted:
","Din adamı Imam Tawhidi bir tweet paylaştı:
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"I woke up to images of young children killed in #Quetta only because they are Christian.
","#Quetta (Keta)'da yalnızca Hristiyan oldukları için öldürülen küçük çocukların resimleriyle uyandım.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Christians being targeted during Christmas is not new, yet the Islamic Government of Pakistan has no realistic security and protection plan for religious minorities. — Imam Tawhidi (@Imamofpeace) December 17, 2017
","Hristiyanların Noel zamanında bir hedef haline gelmeleri yeni birşey değil, ancak Pakistan İslam Devleti dini azınlıklar için gerçekçi bir güvenlik ve koruma planına sahip değil.
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
"Journalist and activist Musharraf Zaidi tweeted:
","Gazeteci ve aktivist Musharraf Zaidi'nin attığı tweet:
",2017_12_20_amidst-the-advent-season-church-blast-leaves-nine-dead-and-several-injured-in-quetta-pakistan_
