en,tr,split
"It wasn 't clear whether Trump interacted with the helicopter as he toured the South Lawn for the event , but he did step into the driver 's seat of a fire truck .",Trump ' ın organizasyon için güney çimlerini dolaşırken helikopterle etkileşime girip girmediği net değil fakat bir itfaiye kamyonunun sürücü koltuğuna adım attı .,train
Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .,"Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .",train
There are many dead and wounded,Çok sayıda ölü ve yaralı var,train
"In Ouagadougou , the capital of the West African Country Burkina Faso , at least 23 people were killed and 33 people injured in gun and bomb attacks organized in a hotel that is popular among foreigners , and in the cafeteria next to it .","Batı Afrika ülkesi Burkina Faso ' nun başkenti Ouagadougou ' da , yabancılar arasında popüler olan bir otel ve yanındaki kafeteryaya düzenlenen bombalı ve silahlı saldırıda en az 23 kişi öldü , 33 kişi de yaralandı .",train
Generally there is information about losing weight in your column .,Köşenizde genellikle zayıflamaya yönelik bilgiler var .,train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
""" The idea is to showcase this week things that are made in America , "" Spicer said .","Spicer , "" Burada anafikir Amerika ' da yapılan şeyleri bu hafta sergilemek . "" dedi .",train
"In Ouagadougou , the capital of the West African Country Burkina Faso , at least 23 people were killed and 33 people injured in gun and bomb attacks organized in a hotel that is popular among foreigners , and in the cafeteria next to it .","Batı Afrika ülkesi Burkina Faso ' nun başkenti Ouagadougou ' da , yabancılar arasında popüler olan bir otel ve yanındaki kafeteryaya düzenlenen bombalı ve silahlı saldırıda en az 23 kişi öldü , 33 kişi de yaralandı .",train
"Underlining that they are certainly against the Wealth Fund bill of law in the form that it came to the committee , Çakırözer said , "" We are glad that AKP listens to our criticisms in the Assembly , especially after the July 15 coup attempt . ""","Varlık Fonu kanun teklifine komisyona gelen haliyle kesinlikle karşı olduklarının altını çizen Çakırözer , "" AKP ' nin özellikle 15 Temmuz darbe girişimi sonrasında Meclis ' te eleştirilerimizi dinliyor olmasından memnunuz . """,train
"As a star ages , its spin rate begins to slow down .",Bir yıldız yaşlandıkça dönüş hızı düşmeye başlar .,train
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .",train
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .",train
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .",train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
Residents of the neighbourhoods that do not have trenches and barricades also had to leave because of the clashes experienced there .,Hendek ve barikatların bulunmadığı mahallelere de çatışmaların yaşanması sebebiyle de burada yaşayan insanlarda göç etmek zorunda kaldı .,train
Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .,"Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .",train
Generally there is information about losing weight in your column .,Köşenizde genellikle zayıflamaya yönelik bilgiler var .,train
Unit records record the aircraft flight time as 30 minutes each way from its home base at Marine Corps Air Facility Quantico in Virginia .,"Birim kayıtları , hava taşıtının uçuş süresini Marine Corps Air Facility Quantico Virginia ' daki merkez üssünden her iki tarafa doğru 30 dakika olarak kaydediyor .",train
The Ministry of Security stated that three of the attackers were neutralised .,"Güvenlik Bakanı , saldırganlardan üçünün etkisiz hale getirildiğini bildirdi .",train
"The first round and final ( 10.42pm ) take place on today 's second day of action , where Wiggins is sure to be the focus .",Birinci tur ve final ( 22 : 42 ) bugünkü ikinci bölümde belirlenecek ve Wiggins ' in tüm dikkatleri üzerine çekeceği kesin .,train
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .",train
"Just at that moment a gun was fired , it happened right in front of me .","O anda silah patladı , tam önümde oldu .",train
Kepler measures spin rates of stars in Pleiades cluster,"Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü",train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
"Rebull and her colleagues detailed their latest analysis of Pleiades spin rates in three new papers , soon to be published in the Astronomical Journal .",Rebull ve meslektaşları Ülker takım yıldızının dönüş hızları ile ilgili en yeni analizlerini kısa süre içinde Astronomi Dergisi ' nde yayınlanacak üç yeni makalede ayrıntılı olarak açıklamıştır .,train
"HMX-1 doesn 't maintain budgetary records for presidential flights , and determining the precise cost incurred by the event is difficult .","HMX-1 , başkanlık uçuşları için bütçe kayıtları tutmuyor ve organizasyon tarafından uğratılan kesin giderin tespit edilmesi zor .",train
""" The Pleiades star cluster provides an anchor for theoretical models of stellar rotation going both directions , younger and older , "" said Rebull .","Rebull "" Ülker takım yıldızının genç ve yaşlı olarak her iki yönde de yıldız dönüşleri için teorik modeller sağlamaktadır "" demiştir .",train
"According to allegations , M.K. and O.A. from the group had from time to time shot in the air with pump-action shotguns .","İddiaya göre , grup içinde bulunan M.K. ile Ö.A. pompalı tüfeklerle zaman zaman havaya ateş açtı .",train
These seconds were captured by the park s security cameras ’ .,O anlar parkın güvenlik kameralarına da yansıdı .,train
"He said , "" Therefore , the clearing of this terrorist organization from the state , and the closing of this period in Turkey will strengthen Turkey 's democracy . """,""" Dolayısıyla bu terör örgütünün devletten temizlenmesi , bu dönemin Türkiye ' de kapanıyor olması Türkiye ' nin demokrasisini güçlendirecektir "" dedi .",train
The latest mission by the Kepler space telescope has helped astronomers collect the most complete catalog of spin rates among the stars of the Pleiades cluster .,"Kepler uzay teleskopu , son görevi ile gökbilimcilerin Ülker takım yıldızındaki yıldızların dönüş hızları açısından en eksiksiz kataloğu oluşturabilmesine yardımcı oldu .",train
"In Ouagadougou , the capital of the West African Country Burkina Faso , at least 23 people were killed and 33 people injured in gun and bomb attacks organized in a hotel that is popular among foreigners , and in the cafeteria next to it .","Batı Afrika ülkesi Burkina Faso ' nun başkenti Ouagadougou ' da , yabancılar arasında popüler olan bir otel ve yanındaki kafeteryaya düzenlenen bombalı ve silahlı saldırıda en az 23 kişi öldü , 33 kişi de yaralandı .",train
I imagine you might have understood this by now .,Zannederim bunu şimdiye kadar anlamışsınızdır .,train
There are many dead and wounded,Çok sayıda ölü ve yaralı var,train
"The new data is helping astronomers understand why stars in the cluster spin at varying rates , as well as how rotation periods relate to planet formation .","Yeni veriler , gökbilimcilerin takım yıldızındaki yıldızların neden değişken hızla döndüğünü ve dönüş dönemlerinin gezegen oluşumu ile ilgisini anlayabilmesine yardımcı oluyor .",train
No medical intervention can be made for those with toothache in the district in which only people with emergencies can go to hospital .,Sadece acil vakaların hastaneye gidebildiği ilçede diş ağrısı çekenler için hiçbir tıbbi müdahale yapılamıyor .,train
"It was reported that among the injured undergoing treatment , five-year old Yildizsu Unus faces the risk of losing her left eye .",Hastanede tedavisi süren yaralılardan 5 yaşındaki Yıldızsu Unus ' un sol gözünü kaybetme riskiyle karşı karşıya olduğu belirtildi .,train
The latest mission by the Kepler space telescope has helped astronomers collect the most complete catalog of spin rates among the stars of the Pleiades cluster .,"Kepler uzay teleskopu , son görevi ile gökbilimcilerin Ülker takım yıldızındaki yıldızların dönüş hızları açısından en eksiksiz kataloğu oluşturabilmesine yardımcı oldu .",train
There are many dead and wounded,Çok sayıda ölü ve yaralı var,train
"I am writing from Diyarbakir , my name is Mehmet Gültekin and I have 920 days of insurance with an additional 540 days credit from my military service making up a total of 1,460 days of insurance premium paid in all .","Diyarbakır ’ dan yazıyorum , ismim Mehmet Gültekin , benim 920 gün sigortam var ayrıca 540 gün de askerlik borçlanmamla birlikte 1460 gün sigortam var .",train
The Pleiades cluster is situated 445 light-years from Earth .,Ülker takım yıldızı Dünyadan 445 ışık yılı uzaktadır .,train
"At their peak spin rates , these maturing stars eject large amounts of stellar wind .","Tepe dönüş hızlarında , bu olgunlaşma aşamasındaki yıldızlar büyük miktarda yıldız rüzgarı oluşturmaktadır .",train
"In fact , if a company asks employees for their feedback , it can set an expectation that change is on the way .","Aslında bir şirket , çalışanlarından geri bildirim istiyorsa değişimin gelmekte olduğu konusunda bir beklenti yaratabiliyor .",train
"However , since the curfew continues in the districts , there are no cars going to Mardin and entrance to the districts is forbidden ; the students that did not want to go could not take the exam .","Ancak ilçelerde hala sokağa çıkma yasağı devam etmesi , Mardin ' e gidecek araçların olmaması ve ilçelere girişlerin yasak olduğu için gitmek istemeyen öğrenciler sınava giremedi .",train
The Ministry of Security stated that three of the attackers were neutralised .,"Güvenlik Bakanı , saldırganlardan üçünün etkisiz hale getirildiğini bildirdi .",train
Blood was shed during a soldiers sendoff ’ in Eyup .,Eyüp ' te gençlerin asker uğurlamasında kan aktı .,train
""" The Pleiades star cluster provides an anchor for theoretical models of stellar rotation going both directions , younger and older , "" said Rebull .","Rebull "" Ülker takım yıldızının genç ve yaşlı olarak her iki yönde de yıldız dönüşleri için teorik modeller sağlamaktadır "" demiştir .",train
You will greatly feel its benefits .,Yararını fazlasıyla göreceksiniz .,train
"Rebull and her colleagues detailed their latest analysis of Pleiades spin rates in three new papers , soon to be published in the Astronomical Journal .",Rebull ve meslektaşları Ülker takım yıldızının dönüş hızları ile ilgili en yeni analizlerini kısa süre içinde Astronomi Dergisi ' nde yayınlanacak üç yeni makalede ayrıntılı olarak açıklamıştır .,train
""" We hope that by comparing our results to other star clusters , we will learn more about the relationship between a star 's mass , its age , and even the history of its solar system , "" Luisa Rebull , a research scientist at Caltech 's Infrared Processing and Analysis Center in Pasadena , said in a news release .","Caltech ' in Pasadena ' daki Kızılötesi İşleme ve Analiz Merkezi ' nde bir araştırma bilimcisi olan Luisa Rebull , bir haber bülteninde "" Sonuçlarımızı yıldız kümeleri ile karşılaştırdığımızda , bir yıldızın kütlesi , yaşı ve hatta güneş sisteminin geçmişi arasındaki ilişki hakkında daha fazla bilgi edinebilmeyi umuyoruz "" demiştir .",train
Blood was shed during a soldiers sendoff ’ in Eyup .,Eyüp ' te gençlerin asker uğurlamasında kan aktı .,train
"A reporter learned from public records that the restaurant was registered under the name of a politician belonging to the ruling Institutional Revolution Party , or PRI , which dominated all levels of politics for nearly all of the last century .","Bir muhabir , resmi kayıtlardan , restoranın neredeyse tüm geçen yüzyıl siyasetin her kademesine hakim olan yönetimdeki Kurumsal Devrimci Parti ( PRI ) mensubu bir siyasetçinin adı altında kayıtlı olduğunu öğrendi .",train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .,"Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .",train
The injured Yavuzcan Dulgun was taken to the Bezmialem Foundation University Medical Faculty by an ambulance that arrived at the scene .,"Yaralanan Yavuzcan Dulgun , olay yerine gelen ambulansla Bezmialem Vakıf Üniversitesi Tıp Fakültesi ' ne kaldırıldı .",train
""" She was the person who was galvanizing this energy , "" she said .","Şöyle diyor : "" Bu enerjiyi harekete geçiren kişi o idi . """,train
"ANSWER : The techniques we apply are not intended for losing weight , but also regaining the physiological functions of the body and turning it into its ideal size .",CEVAP : Bizim uyguladığımız teknikler sadece zayıflamaya yönelik değil bedenin fizyolojik çalışmasını geri kazandırarak ideal ölçülerine döndürmektir .,train
The latest catalog of spin rates suggests more massive stars spin more slowly than less massive stars .,"En son dönüş hızları kataloğu , daha büyük yıldızların küçük yıldızlardan daha hızlı döndüğünü öne sürmektedir .",train
The Pleiades cluster is situated 445 light-years from Earth .,Ülker takım yıldızı Dünyadan 445 ışık yılı uzaktadır .,train
She has an 80 90 % chance – of losing her eye .,Gözünü yüzde 80-90 kaybetme olasığı var .,train
"In other words , you became distant from your ideal body by losing weight .",Yani siz ideal bedeninizden zayıflayarak uzaklaşmışsınız .,train
Kepler measures each star 's spin rate by tracking the time between the appearance of recognizable starspots -- like sunspots .,"Kepler , her bir yıldızın dönüş hızını güneş lekeleri gibi fark edilebilir yıldız lekelerinin görünümü arasındaki süreyi izleyerek ölçer .",train
"Folayan agreed noting that "" the movement is really upheld by black women and a lot of queer black women . ""","Folayan şunları belirterek buna katıldı : "" Hareket gerçekten siyahi kadınlar ve birçok eşcinsel siyahi kadın tarafından ayakta tutuluyor . """,train
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .",train
Illegal organizations are trapping and recruiting young people with the propaganda spread in the camps .,"Yasa dışı örgütler , kamplarda yaptıkları propagandayla gençleri tuzağa düşürerek örgüte kazandırıyor .",train
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .",train
Star shining on the hill !,Tepede parlayan yıldız !,train
""" And I know Sikorsky and the state of Connecticut are very proud of the fact that they contribute to our national security , that there are , I assume , hundreds if not thousands of people whose job depends on that .",""" Ve biliyorum ki Sikorsky ve Connecticut eyaleti ulusal güvenliğimize yaptıkları katkılardan çok gurur duyuyorlar ve zannediyorum ki binler olmasa bile yüzlerce kişinin işi buna bağlı .",train
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .",train
God damn him .,Allah belasını versin .,train
The soldiers entertainment ’ had completely finished .,Asker eğlencesi tamamen bitti .,train
"In fact , if a company asks employees for their feedback , it can set an expectation that change is on the way .","Aslında bir şirket , çalışanlarından geri bildirim istiyorsa değişimin gelmekte olduğu konusunda bir beklenti yaratabiliyor .",train
The latest mission by the Kepler space telescope has helped astronomers collect the most complete catalog of spin rates among the stars of the Pleiades cluster .,"Kepler uzay teleskopu , son görevi ile gökbilimcilerin Ülker takım yıldızındaki yıldızların dönüş hızları açısından en eksiksiz kataloğu oluşturabilmesine yardımcı oldu .",train
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .",train
Matches are not won easily .,Maçlar kolay kazanılmıyor .,train
""" In the ' ballet ' of the Pleiades , we see that slow rotators tend to be more massive , whereas the fastest rotators tend to be very light stars , "" said Rebull .","Rebull , "" Ülker ' balesinde ' yavaş dönenlerin çok daha ağır , hızlı dönenlerin ise çok hafif yıldızlar olduğunu görüyoruz "" demiştir . """,train
"So , of course , it 's appropriate to highlight that . ""","Dolayısıyla elbette ki bunu öne çıkarmak uygundur . """,train
"The suspects , M.K. and O.A. , were captured and detained by the Eyüp District s Security Directorate s Public Security team ’ ’ .",Şüpheli M.K. ile Ö.A. ise Eyüp İlçe Emniyet Müdürlüğü Asayiş Büro Amirliği ekipleri tarafından yakalanarak gözaltına alındı .,train
Blood was shed during a soldiers sendoff ’ in Eyup .,Eyüp ' te gençlerin asker uğurlamasında kan aktı .,train
Soldier s pump-action shotgun ’ turns sendoff into terror : Five-year old Yildizsu could lose her eyesight,Pompalı tüfekle asker uğurlama dehşeti : 5 yaşındaki Yıldızsu gözünü kaybedebilir,train
Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .,"Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .",train
The White House said taxpayers did not pick up the burden for any of the other props featured at the event .,"Beyaz Saray , vergi mükelleflerinin organizasyonda yer alan diğer herhangi bir numara için yük almadıklarını söyledi .",train
"Having deployed 5 hours after the attack in Gao state , Mali , French and UN security forces started the operation and the first news regarding the rescue of the first hostage came .",İlk saldırıdan 5 saat sonra Mali ' nin Gao eyaletinde konuşlanmış bulunan Fransız ve BM güvenlik kuvvetleri operasyona başladı ve ilk rehine kurtuluş haberleri geldi .,train
President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .,"Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .",train
"Having deployed 5 hours after the attack in Gao state , Mali , French and UN security forces started the operation and the first news regarding the rescue of the first hostage came .",İlk saldırıdan 5 saat sonra Mali ' nin Gao eyaletinde konuşlanmış bulunan Fransız ve BM güvenlik kuvvetleri operasyona başladı ve ilk rehine kurtuluş haberleri geldi .,train
"Her body was found along with a note purportedly signed by the Zetas cartel : "" Here I am because of my reports . ""","Cesedi , Zetas karteli tarafından imzalandığı söylenilen bir notla birlikte bulundu : "" Haberlerim yüzünden buradayım . """,train
""" We hope that by comparing our results to other star clusters , we will learn more about the relationship between a star 's mass , its age , and even the history of its solar system , "" Luisa Rebull , a research scientist at Caltech 's Infrared Processing and Analysis Center in Pasadena , said in a news release .","Caltech ' in Pasadena ' daki Kızılötesi İşleme ve Analiz Merkezi ' nde bir araştırma bilimcisi olan Luisa Rebull , bir haber bülteninde "" Sonuçlarımızı yıldız kümeleri ile karşılaştırdığımızda , bir yıldızın kütlesi , yaşı ve hatta güneş sisteminin geçmişi arasındaki ilişki hakkında daha fazla bilgi edinebilmeyi umuyoruz "" demiştir .",train
"Because the Pleiades cluster is so close , it serves as an ideal cosmic laboratory to compare stellar qualities with spin rates .",Ülker takım yıldızı çok yakın olduğundan yıldız özellikleri ile dönüş hızlarının karşılaştırılması için ideal bir kozmik laboratuvar görevi görmektedir .,train
"He said , "" Surely we acted and we will act within the democratic principles and state of law while doing all this . """,""" Biz bütün bunları yaparken tabi ki demokratik ilkeler ve hukuk devleti içerisinde hareket ettik , etmeye devam edeceğiz "" şeklinde konuştu .",train
I incorporated a voice begging for water at a certain frequency in the music .,Müziğin içine ' Suu ' diye yalvaran bir sesi frekansı yerleştirdim .,train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
Therefore the State of Emergency was declared as an atmosphere needed for these administrative reforms and many serious structural reforms have been done up until now .,"İşte bu idari reformlar için de gereken bir iklim olarak , Olağanüstü Hal ilan edildi ve şimdiye kadar da çok ciddi yapısal reformlar yapıldı .",train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
""" We hope that by comparing our results to other star clusters , we will learn more about the relationship between a star 's mass , its age , and even the history of its solar system , "" Luisa Rebull , a research scientist at Caltech 's Infrared Processing and Analysis Center in Pasadena , said in a news release .","Caltech ' in Pasadena ' daki Kızılötesi İşleme ve Analiz Merkezi ' nde bir araştırma bilimcisi olan Luisa Rebull , bir haber bülteninde "" Sonuçlarımızı yıldız kümeleri ile karşılaştırdığımızda , bir yıldızın kütlesi , yaşı ve hatta güneş sisteminin geçmişi arasındaki ilişki hakkında daha fazla bilgi edinebilmeyi umuyoruz "" demiştir .",train
The residents have to use their credit cards in a district in which all the banks and ATMs are closed .,Bütün banka ve ATM ' lerin kapalı olduğu ilçede vatandaşlar Kredi Kartını kullanmak zorunda kaldı .,train
"Explaining that economic foundations are strong and they returned to their structural reform agenda without losing any time , Şimşek said , "" Turkey returned to its main agenda , there are advances in the structural reforms . ""","Ekonominin temellerin genel olarak sağlam olduğunu ve hiç zaman kaybetmeden tekrar normal yapısal reform gündemlerine geri döndüklerini ifade eden Şimşek , "" Türkiye asli gündemine dönmüştür , yapısal reformlarda ilerleme vardır . """,train
These creams must be used for a long time .,Bu kremlerin uzun süre kullanılması gerekir .,train
The scholarships are valid for 4 years at Doğa Anatolian High Schools implementing the t-MBA education model and vary from 5 % to 100 % of the costs depending on the students scores ’ .,"t-MBA eğitim modelinin uygulandığı Doğa Anadolu Liseleri ’ nde 4 yıl boyunca geçerli olan burslar , öğrencinin başarı puanına göre % 5 ’ ten % 100 ’ e kadar değişiyor .",train
Education cannot be provided in the district where schools have been closed since December 14 when the major operation started .,Büyük operasyonun başladığı 14 Aralıktan itibaren okulların kapalı olduğu ilçede eğitim verilemiyor .,train
"As these winds travel across the stars ' magnetic fields , they enact a braking effect on the stars .",Bu rüzgarlar yıldızların manyetik alanlarında ilerledikçe yıldızlar üzerinde kırılma etkisi oluşturmaktadır .,train
"Because the Pleiades cluster is so close , it serves as an ideal cosmic laboratory to compare stellar qualities with spin rates .",Ülker takım yıldızı çok yakın olduğundan yıldız özellikleri ile dönüş hızlarının karşılaştırılması için ideal bir kozmik laboratuvar görevi görmektedir .,train
"Ferhat Turan , Ercan Turan , Kader Balkir , Yildizsu Unus and Inci Kaya were injured and taken to nearby hospitals by ambulance .","Yaralılar Ferhat Turan , Ercan Turan , Kader Balkır , Yıldızsu Unus , İnci Kaya ambulanslarla çevredeki hastanelere kaldırıldı .",train
"The Security General Directorate is warning families about events called "" summer camps "" and "" student camps "" by illegal organizations in order to recruit followers .","Emniyet Genel Müdürlüğü , yasa dışı örgütlerin taraftar toplamak için "" yaz kampı "" , "" öğrenci kampı "" adı altında düzenlediği etkinlikler konusunda aileleri uyarıyor .",train
126 people taken hostage were rescued with the operation which was carried out after the attack .,Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .",train
126 people taken hostage were rescued with the operation which was carried out after the attack .,Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
"Adding that the fans and players missed each other and they granted three points to the finish , Ümit Davala said , "" We now have a tough match to displace Bursaspor .","TARAFTARLARDA , oyuncuların birbirini özlediğini ve hasreti bitirirken 3 puan hediye ettiklerini de sözlerine ekleyen Davala , “ Şimdi önümüzde zorlu bir Bursaspor deplasmanı var .",train
"Unit helicopters also flew an additional 11 hours that day for "" non-presidential support missions . ""","Birim helikopterleri o gün "" başkanlıkla ilgisi olmayan destek görevleri "" için ek 11 saat uçtu .",train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
Education cannot be provided in the district where schools have been closed since December 14 when the major operation started .,Büyük operasyonun başladığı 14 Aralıktan itibaren okulların kapalı olduğu ilçede eğitim verilemiyor .,train
""" And I know Sikorsky and the state of Connecticut are very proud of the fact that they contribute to our national security , that there are , I assume , hundreds if not thousands of people whose job depends on that .",""" Ve biliyorum ki Sikorsky ve Connecticut eyaleti ulusal güvenliğimize yaptıkları katkılardan çok gurur duyuyorlar ve zannediyorum ki binler olmasa bile yüzlerce kişinin işi buna bağlı .",train
"At the time , former White House press secretary Sean Spicer defended the use of the helicopter for the event .","O zamanlar , Beyaz Saray ' ın eski basın sözcüsü Sean Spicer helikopterin bu organizasyon için kullanılmasını savunmuştu .",train
"Just at that moment a gun was fired , it happened right in front of me .","O anda silah patladı , tam önümde oldu .",train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .,"Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .",train
"It wasn 't clear whether Trump interacted with the helicopter as he toured the South Lawn for the event , but he did step into the driver 's seat of a fire truck .",Trump ' ın organizasyon için güney çimlerini dolaşırken helikopterle etkileşime girip girmediği net değil fakat bir itfaiye kamyonunun sürücü koltuğuna adım attı .,train
""" She has had surgery and might undergo ten operations .",""" Bir ameliyat geçirdi , belki 10 ameliyat geçirebilir diyor "" dedi .",train
My granddaughter s situation ’ is not good .,Torunumun durumu iyi değil .,train
The latest catalog of spin rates suggests more massive stars spin more slowly than less massive stars .,"En son dönüş hızları kataloğu , daha büyük yıldızların küçük yıldızlardan daha hızlı döndüğünü öne sürmektedir .",train
Kepler measures spin rates of stars in Pleiades cluster,"Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü",train
"Some residents left the district with a white flag hung from their cars , and those who do not have cars moved to the surrounding district taking as many articles as they could with them .",Kimi vatandaşın aracına astığı beyaz bayrakla ilçeyi terk ederken aracı olmayanlar ise taşıyabildikleri eşyaları yanlarına alarak çevre il ve ilçelere taşındı .,train
The latest catalog of spin rates suggests more massive stars spin more slowly than less massive stars .,"En son dönüş hızları kataloğu , daha büyük yıldızların küçük yıldızlardan daha hızlı döndüğünü öne sürmektedir .",train
"He said , "" Turkey can be prepared for the future only by making reforms . """,""" Türkiye ancak ve ancak reform yaparak geleceğe hazırlık yapabilir "" diye konuştu .",train
Another reason is your failure to digest the food you eat .,Bir diğer neden de yediğiniz besinleri sindirememenizdir .,train
The youths started dispersing .,Gençler dağılmaya başladı .,train
You will greatly feel its benefits .,Yararını fazlasıyla göreceksiniz .,train
"As a star ages , its spin rate begins to slow down .",Bir yıldız yaşlandıkça dönüş hızı düşmeye başlar .,train
Therefore the State of Emergency was declared as an atmosphere needed for these administrative reforms and many serious structural reforms have been done up until now .,"İşte bu idari reformlar için de gereken bir iklim olarak , Olağanüstü Hal ilan edildi ve şimdiye kadar da çok ciddi yapısal reformlar yapıldı .",train
"At their peak spin rates , these maturing stars eject large amounts of stellar wind .","Tepe dönüş hızlarında , bu olgunlaşma aşamasındaki yıldızlar büyük miktarda yıldız rüzgarı oluşturmaktadır .",train
"HMX-1 doesn 't maintain budgetary records for presidential flights , and determining the precise cost incurred by the event is difficult .","HMX-1 , başkanlık uçuşları için bütçe kayıtları tutmuyor ve organizasyon tarafından uğratılan kesin giderin tespit edilmesi zor .",train
"As a matter of fact , structural reforms are our sine qua non because populism and protectionism are rising around the world .","Yapısal reformlar zaten olmazsa olmazımızdır ; çünkü dünyada popülizm , korumacılık artıyor .",train
The need for cash emerged for most residents because the ban has exceeded one month .,Yasağın bir ayı geçmesi sebebiyle çoğu vatandaşın nakit para ihtiyacı baş gösterdi .,train
