en,tr,split
India:,Hindistan:,train
Image by Anawar Shamim.,Fotoğraf Anawar Shamim tarafından çekilmiştir.,train
"#YemenInNumbers: According to #Oxfam, food prices in #Yemen have doubled since the beginning of the conflict. pic.twitter.com/lz80KGTiC4 — Ruba A. (@raleryan) April 14, 2015",#YemenInNumbers: #Oxfam kaynaklarına göre savaşın başından beri #Yemen'de gıda fiyatları iki katına çıktı.,train
"If a nationality is so keen on celebrating other nations’ festivals, the phenomena is indicative of a very serious cultural invasion.","Bir ulus, diğer ulusların festivallerini kutlamaya bu kadar istekliyse, bu durum çok ciddi bir kültürel istilanın göstergesidir.",train
"While many applauded his strong statement, others thought it unfairly absolved European countries like France of responsibility for their past and present exploitation of African countries.","Birçoğu yaptığı mukavemetli konuşmayı alkışlarken, diğerleri Fransa gibi Avrupa ülkelerinin geçmişleri ve bugünkü Afrika ülkeleri sömürüsü sorumluluğunu haksız yere reddettiğini düşünüyordu.",train
He was detained in an undisclosed location for more than a year.,Bir yıldan uzun bir süre açıklanmayan bir yerde gözaltına alındı.,train
Tsuruga is a small city on the Japan Sea Coast about an hour north of Kyoto by car.,"Tsuruga, Japon Deniz Kıyısı tarafında Kyoto'nun bir saat kuzeyinde küçük bir şehir.",train
"Zahra Joya, a journalist, poured out her anger in a post of few words on Facebook.","Gazeteci Zahra Joya, kızgınlığını Facebook'ta yaptığı birkaç kelimelik gönderide döktü.",train
"So, who will win the October 30, 2017 by-election?",Peki 30 Ekim 2017 ara seçimlerini kim kazanacak?,train
India’s Heat Wave Is Now the 5th Deadliest in the World · Global Voices,Hindistan'ın Sıcak Hava Dalgası Ölümcül Afetlerde Beşinci Sıraya Yükseldi,train
"Smith says she imposed many an annoying question upon this friend, a fellow student in a PhD program.","Smith,aynı yüksek lisans programında bir öğrenci olan bu arkadaşını bir sürü saçma soru yağmuruna tuttuğunu söyledi.",train
"To ensure the girl’s compatibility with the King of Nepal, her horoscope is compared and must match with his, as the Kumari has an important role in relation to the King, including the traditional power to confirm the King’s rule.","Kralın hükmünü tasdik etmek gibi geleneksel bir güce sahip Kumarinin kral karşısında önemli bir rolü vardır, bu sebeple kızın Nepal kralıyla uyumundan emin olmak için burç karşılaştırılması yapılır ve kızın burcu ile kralın burcunun aynı olması gerekir.",train
"While stories from the two young women's friends paint Hicks as an angry man who scared them on occasion, Hicks' wife has portrayed her husband as a tolerant man and claimed that the triple murder was prompted by ""a parking dispute.""","İki genç kadının arkadaşlarından duyulanlar Hicks'i, onları korkutan sinirli bir adam olarak betimlerken Hicks'in karısı onun hoşgörülü birisi olduğu söylüyor ve üçlü cinayetin bir ""park meselesinden"" doğduğunu öne sürüyor.",train
A track record in the area of preventing terrorism financing needs to be developed.,Terörizm finansmanının önlenmesi alanındaki geçmiş performansın geliştirilmesi gerekmektedir.,train
"According to Laphai Seng Raw from the Metta Development Foundation, the support given to IDPs in northern Myanmar has significantly decreased in the past four years.","Metta Gelişim Vakfı'ndan Seng Raw'a göre, kuzey Miyanmar'da IDP'lere verilen destek son dört yılda önemli ölçüde azaldı",train
The evangelists care more about the Zionist regime and ignore the fate of the Palestinian Christians.,"Evangelistler, Siyonist rejime daha fazla önem verip Filistin Hıristiyanlarının kaderlerini görmezden gelirler.",train
"They were originally posted on Napromieniowani.pl, and are republished here with permission.",İlk olarak Napromieniowani.pl sitesinde yayınlanmıştır ve burada izin ile paylaşılmıştır.,train
"Before the translation was published, Macedonian Twitter users were enthusiastically anticipating it, due to Čemerski's reputation.","Çevirinin yayımlanmasından önce, Čemerski'nin itibarından dolayı Makedon Twitter kullanıcıları hevesle bekliyordu.",train
Thank-you for your support and kind words!!!,Desteğiniz ve iyi yürekli sözleriniz için teşekkürler!,train
I see some of you surprised.,Bazılarınızı şaşırmış görüyorum.,train
It also tells the story of how a marine habitat threatened by destructive fishing was revived by a joint effort of community groups and conservationists.,Aynı zamanda halk toplulukları ve çevrecilerin ortak çabası ile yeniden ortaya çıkarılan yıkıcı balıkçılık tarafından yaşam alanının tehdit edilmesini de anlatıyor.,train
"If you spend years filling up people's minds with ideology which says the Shia are apostates and infidels, it will only be a matter of time before someone gets encouraged to blow himself up to kill the infidels","Eğer yıllarınızı insanların beyinlerini Şiiler hakkında ""din değiştiren ve imansız kimselerdir"" ideolojisiyle doldursanız, karşılığı sadece zamanla herhangi birini imansız insanları öldürmek için canlı bomba olmaya cesaretlendirmek olur.",train
And those prevented from going to school due to the escalating violence that has affected 19 of Yemen's 22 governorates:,Ve bu durum Yemen'in 22 valiliğinden 19'unda yükselen şiddet nedeniyle çocukların okula gitmesine engel oldu:,train
"Langtang village, the nearest place to be in the lap of Himalayas from the Kathmandu Valley and a favourite spot for trekkers, was completely destroyed by an avalanche that followed the quake.",Katmandu Vadisi'nde Himalayalar'ın eteklerine en yakın yer ve doğa yürüyüşçülerinin gözde mekânlarından birisi olan Langtang Köyü deprem sonrası oluşan bir çığ sonrası tamamen yıkıldı.,train
"Sattar Beheshti, a blogger who was tortured to death","Sattar Beheshti, a blogger who was tortured to death",train
"A proposed dam in Baram, located in the northern part Sarawak, is expected to generate 1, 200 megawatts of electricity, but many fear that it will submerge 412 square kilometers of rainforest.","Sarawak'ın kuzeyinde Baram için sunulan baraj projesinin 1.200 megawattlık enerji üretmesi bekleniyor, fakat çoğu kişi bu durumun 412 kilometrekarelik yağmur ormanını sular altında bırakacağından korkuyor.",train
Cuban leaders Fidel and Raul Castro have always emphasized two things: education and health care.,Küba liderleri Fidel ve Raul Castro her zaman iki şeye önem verdiler: Eğitim ve sağlık hizmeti.,train
"According to Tajikistan's Football Federation , the hosts' equalizer angered Energetic players who felt the goal had to be disallowed.","Tacikistan Futbol Federasyonu'nun açıklamasına göre ev sahibi takımın durumu eşitlemesi, atılan golün geçersiz sayılması gerektiğini savunan Energetic oyuncularını sinirlendirdi.",train
"No race can beat Bengali in celebration & hospitality ! #BengaliNewYear #pohelaboishakh pic.twitter.com/i46i9xGzIi — Bappy (@im_bappy) April 14, 2015",Hiçbir mücadele Bengal kutlamasını ve konukseverliliğini geçemez! #BengaliNewYear,train
We were able to distribute family food packs to affected civilians in some hard-to-reach baranggays in Marawi City yesterday. pic.twitter.com/rLL28EfjTC — Sec.,Dün Marawi şehrinde ulaşımı zor köylerdeki zorluk çeken vatandaşlara aile yemek paketleri dağıtabildik.,train
Campaigns about health education often lapse because they restrict the message to prevention only and end up ignoring the actual person living with HIV.,Sağlık eğitimi ile ilgili kampanyalar çoğunlukla yetersiz kalmakta çünkü mesajı sadece önlem ile sınırlandırıp HIV ile yaşayan gerçek bir insan faktörünü görmezden geliyorlar.,train
"After this law, maybe the number of murders will increase.",Bu yasadan sonra belki de katillerin sayısı artacak.,train
"A Facebook page was set up to commemorate his life, with already more than 3,500 fans within a few hours.",Birkaç saat içinde 3500'den fazla hayran toplayan Facebook sayfası onu anmak için açıldı.,train
"Pavlensky, known for his hard-hitting and sometimes shocking performance art, was photographed and recorded on video holding a canister of gasoline and setting alight one of the entrances to the FSB offices.","Can alıcı ve bazen şok edici gösteri sanatı ile bilinen Pavlensky, FSB ofisinin girişlerinden birini elindeki benzin kutusunu dökerek aleve verdiğinde kayda alınıyordu.",train
Saihuja Abdurahmon wrote:,Saihuja Abdurahmon şöyle yazdı;,train
Tahir Qadiry summed up the mood of protesters on Twitter:,Tahir Qadiry eylemcilerin durumunu Twitter'da şu şekilde özetledi:,train
"Erdoğan arrived in Belgrade on October 10, and the next day also visited Novi Pazar, the main city in the southern area of Sandžak, which is mainly inhabited by Bosniaks.",Erdoğan 10 Ekim'de Belgrad'a vardı ve sonraki gün çoğunlukla Boşnakların kaldığı Sandžak güney bölgesinin büyük şehri Novi Pazar'ı da gezdi.,train
"Younus Toughyan, a lecturer at Kabul University, posted on Facebook:",Kabul Üniversitesi'nde öğretim görevlisi olan Younus Toughyan Facebook'ta şu gönderiyi paylaştı:,train
"Tesfaye Lemma, arguably the most important music personality of Ethiopia, suffered a similar fate; he was forced into exile to the United States, where he established the Ethiopian cultural center in DC prior to his death.",Etiyopya'nın tartışmasız en önemli müzik şahsiyeti Tesfaye Lemma da benzer bir kader yaşadı; ölümünden önce DC'de Etiyopya kültür merkezinin kurulduğu ABD'ye sürgüne zorlandı.,train
"I wouldn’t be entitled to receive benefits for married employees at my company, or be given land by the government, which is just one of the benefits married Qataris enjoy.","Şirketimdeki evli çalışanlara ait faydalara ya da Katarlı çiftlerin edindiği faydalardan sadece biri olan, hükümet tarafından arazi verilmesi hakkım olmayacaktı.",train
"It was the third such killing this year of a writer who advocated secular thought, allegedly at the hands of religious extremists.","Bu yıl, iddiaya göre dindar aşırıcılar tarafından gerçekleştirilen, laik düşünceyi savunan yazarlara yönelik üçüncü saldırı.",train
Some believe it reflects the rising influence of conservative forces and religious hardliners in Malaysia.,Bazıları bu olayın Malezya'da nüfuzu artan muhafazakar güçlerin ve dindarların yansıması olduğuna inanıyor.,train
"A screen-shot of the latest ISIS propaganda video, highlighting British hostage John Cantlie as its reporter.","IŞİD propoganda vidyosundan bir ekran görüntüsü, İngiliz tutsağı John Cantlie'ı sunucu olarak gösteriyor.",train
"""A nuclear-free home"", a popular slogan in anti-nuclear rallies in Taiwan, has finally become part of the social and political consensus.","""Nükleersiz bir yuva"", Tayvan'da nükleer karşıtı mitinglerin popüler sloganı, sonunda sosyal ve politik sözleşmelerin de parçası oldu.",train
"While most of Das's output for Mukto-Mona focused on science and evolution, he wrote a number of blogs that criticised some aspects of Islam and also of Hinduism.","Das'ın Mukto-Mona için yazdığı ürünler bilim ve evrime odaklı olmakla beraber, İslam ve Hinduizm'in bazı yönlerini eleştiren birçok yazı yazmıştır.",train
Their detention has been described by civil society groups in Cambodia as arbitrary and politically motivated.,Tutuklanmaları Kamboçya sivil toplulukları tarafından keyfi ve politik nedenli olarak açıklanmakta.,train
But this alphabet was soon superseded by individual Cyrillic-based alphabets that were different from each other.,Fakat bu alfabe kısa sürede azledilmiş ve yerlerine birbirinden değişik Kiril temelli alfabeler gelmiştir.,train
"We outnumber them and we must not allow them to dominate media reporting for their purpose. — Ruwayda Mustafah (@RuwaydaMustafah) August 19, 2014",Sayıca onlardan fazlayız ve amaçları için haber yaparak medyaya hakim olmalarına izin vermemeliyiz.,train
Atvatan Turkmenistan reports on the Starbucks that isn't.,Atavatan Türkmenistan olmayan Starbucks'ın haberini yapıyor.,train
But the thing many people are talking about isn't the book itself.,It's the translator.,train
"Dupont interviews ""Ajami"" directors Copti and Shani",Dupont Ajami'nin yönetmenleri Copti ve Shani ile röportaj yaptı.,train
Copyright Demotix (11/06/2015),Copyright Demotix (11/06/2015),train
We will not have major companies putting donation pages for Puerto Rico on their splash pages of their Internet spaces.,Büyük şirketler Porto Riko için internet sayfalarından bağış toplamayacak.,train
Why do they believe that the outcome can justify the means?,Neden sonuçların sonuca ulaşma yolunu temize çıkartacağını düşünüyorlar?,train
"Did you know that in the 21st century, there are still people being beaten, stigmatized, arrested and in some cases even killed... just because they are LGBT?","Peki ya 21. yüzyılda, sadece LGBT birey olmasından dolayı hâlen dövülen, yaftalanan, tutuklanan ve öldürülen insanlar olduğunu biliyor muydunuz?",train
"Until a few decades ago, weddings used to be arranged inside the premises of the home or the neighborhood and was served by family and friends.","Birkaç on yıl öncesine kadar, düğünler evlerin içinde veya mahallelerde yapılırdı ve düğün sahiplerinin aile ve arkadaşları misafirlere hizmet ederdi.",train
"Whether the error was intended as a joke, or as a political move, is unknown.",Bu hatanın şaka amaçlı ya da siyasi bir hamle olup olmadığı henüz bilinmiyor.,train
Ingrid Persaud; image used with her permission.,Ingrid Persaud (Fotoğraf kullanımı için kendisinden izin alınmıştır.),train
"The population is dividing itself into two groups by political party sympathy: one group is getting the vaccine, the other, as a volunteer control group, is not.","Nüfus tuttukları partiye göre kendini ikiye böldü: ilk grup aşı olurken diğeri, gönüllü kontrol grubu olarak aşı olmayacak.",train
Fadi Arouri explains with a photo of the eviction notice:,Fadi Arouri boşaltma emrinin fotoğrafını yayınladı ve şöyle dedi:,train
“We with our eight friends laying dead in the mine went near our 30 friends who died in the mining accident when it happened.,Ölen 8 arkadaşımla beraber 30 işçi öldüğünde Karadon Maden Ocağı’na gittik.,train
But the interesting part of this first fact makes us wonder: Why so few albino Kunas in the early 20th century?,"It's very likely that between 1681 and 1900, there was a change in how the Kuna was seen and that's when the infanticide against albino boys and girls started.",train
Iran’s judiciary has no right to order such punishment which goes against human dignity.,İran mahkemelerinin insanlık onuruna aykırı bu tür kararlar vermeye hakları yoktur.,train
Brazil was the first country in the world to provide anti-HIV drugs for free through its public health system.,"The number of new infections has been stable since the late 1990s, and, for the first time, more than half of those living with HIV are in treatment.",train
"Medical workers at the International Medical Corps treatment center in Makeni, the third largest city in Sierra Leone, danced and sang to mark the occasion.","Uluslararası Tabipler Topluluğu'nun tıbbi çalışanları, Sierra Leone'un en büyük üçüncü şehri olan Makeni'deki tedavi merkezinde durumu dans edip şarkı söyleyerek kutladılar.",train
"Not that citizens of the authoritarian country were ever consulted: the move is the brainchild of self-styled moderniser President Nursultan Nazarbayev, 77.",Otoriter ülkenin vatandaşlarına hiç danışılmamıştı: bu hareket kendinden menkul yenilikçi Başkan Nursultan Nazarbayev (77)' in parlak fikriydi.,train
"Some of these sentences including Malekpour's have since been overturned, while others have ended in executions — Alizadeh was put to death this past September — but Iran continues to target activists, particularly those who leave a digital footprint.","Bu cezalardan bazıları, Malekpour’un cezası dahil olarak geri çevrildi, diğerleri ise idamla sonuçlandı.",train
“Would you please….”,“We’re sorry to keep you…” “We’re sorry you have to go through this….”,train
"Credit also goes to them for rallying voices, fund drives, writing articles, keeping them in our minds & hearts #Ethiopia #FreeZone9Blogers — Maaza Mengiste (@MaazaMengiste) July 8, 2015","Tweet 2: Övgüler ayrıca toplanma çağrılarına, yardım kampanyalarına, makalelere, onları aklımızda ve kalbimizde tutanlara da gidiyor.",train
Zheleznyak : It's necessary to support Russia's the digital sovereignty.,Zheleznyak (Putin'in Birleşik Rusya Partisi'nin devlet duması başkan yardımcısı ve sekreter yardımcısı): Rusya'nın dijital egemenliğini desteklemek gerekir.,train
IP: The prize has brought me in contact with some fantastic writers from around the Commonwealth — people I hope will be in my life for a long time.,"IP: Ödül, Commonwealth' ten fantastik yazarlarla temasa geçmeme yardımcı oldu, uzun süre hayatımda kalmasını istediğim insanlarla.",train
Photo by Flickr user Andy Lederer.,Fotoğraf: Flickr kullanıcısı Andy Lederer.,train
"However cruel the times, people have a tendency to do everything in their power to lead normal lives, even in a Nazi-occupied Ukraine and with World War II raging on all fronts.","Dönem ne kadar zalim olsa da, her cephede hırçınlaşan İkinci Dünya Savaşı ve Nazi işgalindeki Ukrayna'da bile insanların normal bir hayat sürebildiğini gösteriyor.",train
"A 20-foot-tall statue symbolising the rise of communal forces was at the procession, reminding everyone to reject such strife.","Şenliklerdeki komünal güçlerin yükselişini simgeleyen 6 metrelik bir heykel, herkese bu mücadeleyi reddetmeyi hatırlattı.",train
His wife Frida Urtiz said she felt enormous pressure as well because of the work she did with Adame:,"Karısı Frida Urtiz, kocası ile birlikte çalışmaları nedeniyle ağır baskı altında kaldığını söyledi:",train
"According to official estimates, there were 353 million online literature readers by June 2017 and more than 90 percent of them — nearly 327 million — access literature through their mobile phones.","Bazı resmi hesaplamalara göre, 2017 Haziranda online edebiyatta okur oranı 353 milyona ulaştı.",train
"The key, according to Smith, was really knowing English and how to use it to recreate the Korean novel's style and voice.",Smith'e göre püf nokta aslında İngilizce bilmesi ve bunu Kore romanının üslubunu ve ifadelerini yeniden yaratmak için nasıl kullanacağını bilmesidir.,train
"For instance, the poster on his chest pictured in the photo at the top of this post references the last words of a teacher during the 1941 Kragujevac massacre, while his pose references the iconic move of Yugoslav hero Stjepan Filipović.",Örneğin bu gönderinin başındaki fotoğrafta yer alan göğsündeki poster 1941 yılındaki Kragujevac Katliamı'nda bir öğretmenin son sözlerine ve pozu Yugoslav kahraman Stjepan Filipović'in meşhur hareketine göndermede bulunmaktadır.,train
"Most importantly, participants reiterated their own personal commitment to their projects.","En önemlisi, katılımcılar projelerini kendi bağlılıkları ile sağlamlaştırdılar.",train
#Vietnam Fishermen bring fishing nets on road 1A to protest against #Formosa & demanding payouts.,#Formosa'ya karşı protesto & ödeme talebi için balıkçılar 1A yoluna balıkçı ağı getirdi.,train
Sahir with his sibling (Source: Electronic Intifada).,Sahir ile kardeşi.,train
Is there already a consensus on the use of these categories?,Bu kategoriler üzerinde bir fikir birliği var mı?,train
Good fences make good neighbours.,İyi bir çit iyi bir komşu demektir.,train
"Due to high demand, a roundtable discussion called ""Internet in My Language — Experiences of Colombian Indigenous Language Digital Activists"" took place the following Saturday morning.","Yüksek talep olmasıyla birlike cumartesi sabahı ""Ana Dilimde İnternet - Kolombiyalı Yerli Dil Dijital Aktivistlerinin Tecrübeleri"" adında bir yuvarlak masa tartışması oluşturuldu.",train
Images by Indrajeet Ghosh.,Fotoğraflar Indrajeet Ghosh tarafından çekilmiştir.,train
"Syria's refugee crisis in numbers, and what governments can do to #OpenToSyria ",Suriye'deki mülteci krizi sayılar hâlinde ve devletlerin yapabilecekleri #OpenToSyria ,train
"A Naga youth jumps into the water to cool off beside a small stream on a hot summer day in the outskirt of Dimapur, Nagaland, India.","Dimapur, Nagaland, Hindistan'da bulunan Naga'lı bir genç sıcak bir yaz gününde serinlemek için küçik bir dere kenarından suya atlıyor .",train
"Our #BD every year looks beautiful like that one... pic.twitter.com/gAtrBsf4LY — Its Me ! ❤ (@PathanAnanya) April 14, 2015",Herkese mutlu Pohela Boishakh...,train
"These trends, coupled with the prospect of increasing official censorship, make Human Rights Watch's stark warning from 2015 as relevant as ever:",Muhtemel olarak artacak resmi sansürler ile birlikte bu eğilimler 2015'ten bu yana İnsan Hakları İzleme Örgütü'nü hiç olmadığı kadar konuya dahil etmiş ve sert bir uyarıda bulunmasına neden olmuştur.,train
Mustafah drives home her point by adding:,Ruwayda ekleyerek değindiği konuyu toparlıyor:,train
"It does however mean that Russia seeks a partner in establishing national, and perhaps in the future, international legal bases to ensure that the internet is a tool of the state rather than of its discontents.","Her ne kadar bu durum Rusya'nın kendi internet bölgesine nüfuz edilmesinden veya dijital teknolojinin çoğalmasından korktuğu anlamına gelmiyor olsa da, aslında Rusya'nın interneti devletten memnun olmayanlar yerine devlete ait bir araç olarak kullanabilmesi için birlikte ulusal ve belki de gelecekte uluslararası yasal dayanaklar inşa edebilecek ortaklar aradığının göstergesi.",train
"Author of ""Blood & Belief"", Aliza Marcus expressed shock with the Turkish Judicial System by tweeting:","""Kan ve İnanç"" kitabının yazarı, Aliza Marcus Türk yargı sistemi karşısındaki şaşkınlığını twitter'da şöyle belirtti:",train
We had moved from London to Barbados and I set myself the task of writing a 900-word weekly essay on this new life.,Londra’dan Barbados’a taşındık ve bu yeni hayatta kendimi haftada 900 kelimelik bir makale yazmaya şartladım.,train
"This had been a matter of dispute, according to BBC Persian, as opponents argue that education in minority languages endangers national identity.","Bu durum, BBC Persian haberine göre, azınlık dillerinde verilen eğitimin ulusal kimliği tehlikeye attığını savunan kişiler tarafından uzun süreli bir tartışma konusu olmaktaydı.",train
"In Kundra's criticism of the Czech president's latest comments, he referenced another incident which occurred the week before, during Zemen's visit to France, when the president told his bodyguards he would kill a Czech television worker if they didn't chase him away:","Kundra, Çek cumhurbaşkanının son sözleri dair eleştirisinde Zeman'ın bir hafta önceki Fransa ziyareti sırasında bir Çek televizyon çalışanı hakkında korumalarına eğer uzaklaştırmazlarsa onu öldüreceğini söylediğini hatırlattı.",train
I was even the only girl who threw a dummy grenade at the required 11 meters.... for some reason this whole thing did not make me reject or protest.,Hatta taklit el bombasını istenen 11 metreye atan tek kızdım... nedense bütün olay beni itiraz veya red ettirmedi.,train
"If this rhetoric sounds familiar, it's because it has affected the old continent, when in times of crisis, in a cyclical pattern for centuries.","Eğer bu söylem size yakın geliyorsa, bu yüzyıllardır bu döngünün kriz zamanlarında eski kıtayı sürekli etkisi altına almasındandır.",train
"“In Buenos Aires, it’s easy ,” Mandelbaum says.","""Buenos Aires'de,kolay bir şeydir ,"" diyor Mandelbaum.",train
Saturday.Credit: La Gente Anda Diciendo/Facebook,Fotoğraf: La Gente Anda Diciendo/Facebook,train
Beheshti would never see home again.,Beheshti evini asla tekrar görmeyecekti.,train
It's just a stroll down quiet side streets.,Sadece sessiz ara sokaklardaki gezinmelerden ibaret.,train
Many Internet users would like to see Mukwege's work awarded with a Nobel Prize.,Birçok internet kullanıcısı Mukwege'nin çalışmasının Nobel Ödülü ile ödüllendirilmesini istiyor.,train
"Afghanistan’s Constitution and international law guarantee freedom of expression, including for the media.",Afganistan anayasası ve uluslararası hukuk basın ve ifade özgürlüğünü güvence altına almaktadır.,train
I think deer woman teaches us self-strength I think she represents a raw essence of what it means to be female.,Geyik kadının bize öz gücü öğrettiğini düşünüyorum.,train
"But according to a communique released by the Attorney General's Office in 2017, Nini led a criminal organization and kidnapped Mozambicans with the intention of demanding huge amounts of money.","Ancak, Avukatlık Bürosu'nun 2017'de yayımladığı bir tebliğ uyarınca, Nini bir suç örgütüne liderlik etti ve büyük miktarlarda para talep etme niyetiyle Mozambiklileri kaçırdı.",train
- Terazije,- Terazije,train
Ndeysaan.,Subhanallah.,train
One of his relatives was explaining how he had died.,Akrabalarından biri nasıl öldüğünü anlatıyordu.,train
They argue that MPs should work to generally develop the education sector — the worst in the former Soviet Union — and try to bring labour migrants back to the remittance-dependent country from Russia.,Milletvekillerinin eğitim sektörünü -Sovyetler Birliği'nde en kötüsüydü- geliştirmek için birlikte çalışmaları gerektiğini ve göçmen işçileri Rusya'dan çıkartıp para desteğine bağımlı ülkeye(Tacikistan) geri göndermeye çalışmaları gerektiğini ileri sürdüler.,train
Photo by Milei.vencel.,Fotoğraf: Milei.vencel.,train
Here are some tweets relating to the course of the day:,İşte günün gidişatı ile ilgili bir kaç tweet:,train
"Patients and people heading to one of the city's main hospitals Sandmen Provincial had to go through long agonizing hours of waiting before entering the facility, which is near the Governor House.",Hükümet Binası yanında bulunan şehrin büyük hastanelerinden Sandmen Provincial'ın hastaları ve yöneticileri tesise girebilmek için işkence gibi uzun saatler beklemek zorunda kaldı,train
At least four Yemeni soldiers were killed when a suicide bomber detonated a vehicle full of explosives near a checkpoint in the southern city of al-Bayda.,Al-Bayda'nın güneydoğusunda askeri kontrol bölgesine bomba yüklü araçla yapılan intihar saldırısında en az dört Yemenli asker yaşamını yitirdi.,train
"Boko Haram is a militant Islamist group most infamous for kidnapping young girls, which led to the worldwide Twitter campaign #BringBackOurGirls.","Boko Haram, genç kızları kaçırmasıyla bilinen ve Twitter'da #BringBackOurGirls adındaki seferberliğine yol açan bir miltan İslam örgütü.",train
"Adnan al Qadhi, a former AQAP member, and two of his bodyguards, Rabiee Lahib and Radwan al Hashidi, were confirmed to have been killed in the strike.","El Kaide Arabistan Bölgesi eski üyesi Adnan al Qadhi ve iki koruması Rabiee Lahib ile Radwan al Hashidi, saldırıda hayatını kaybetti.",train
"A screen shot of one of the 10 questions on the ""Yemen Expert"" quiz","""Yemen Uzmanı"" adındaki sınavın 10 sorusundan birinin görüntüsü",train
West Papua is located in the eastern region of Indonesia.,"Batı Papua, Endonezya'nın doğu bölgesinde bulunuyor.",train
Five Foods From Vietnam That Might Be a Little Hard to Swallow for Non-Vietnamese · Global Voices,Vietnamlı Değilseniz Boğazınızdan Geçmesi Zor 5 Yiyecek,train
Credit: Abdullah Hassan/Courtesy,Fotoğraftaki: Abdullah Hassan,train
Miners in Zonguldak.,Zonguldak'daki madenciler.,train
"""​Definition of Hypocrisy"" and infographics.",Shared by @carlosezln and others on twitter.,train
Millions of Central Asian labor migrants leave their home countries for Russia every year.,Her yıl milyonlarca işçi göçmen Orta Asya'dan Rusya'ya gelmek için memleketini terk ediyor.,train
"On January 29-30, 2013 one of the top ten micro-blogs in Sina Weibo, the most influential micro-blogging platform in China, has a set of historical photos showing two versions of the Chinese history during Mao's Era (1949-1976).","Çin'in en önemli sosyal iletişim sitelerinden olan mikro-blog sitesi Sina Weibo'da, 29-30 Ocak 2013 tarihlerinde, Çin'in Mao Dönemini (1949-1976) iki farklı şekilde anlatan, bazı tarihi fotoğraflar yayınlandı.",train
"I believe we are in a beautiful time, growing up in this day and age, however I do think we are equally connected and disconnected simultaneously.","Güzel bir zamanda olduğumuza inanıyorum,bu güne ve bu yaşa gelerek, ne var ki eşit bir şekilde birbirimize bağlı ve aynı zamanda birbirimizden kopuk olduğumuzu düşünüyorum.",train
Right or wrong?,Doğru mu yanlış mı?,train
"In an interview with Gazeta.ru, Andrei Kolesnikov, director of the Coordination Center for Top-Level Domain RU, noted that efforts at monitoring, such as deep packet inspection (DPI), which are well established in Chinese internet infrastructure, have received a great deal of attention in Russia.","Gazeta.ru adlı bir sitede yayınlanan röportajda, Üst Düzey Alan Koordinasyon Merkezi müdürü Andrei Kolesnikov, derin paket incelemesi (DPI) gibi Çin'in internet altyapısında gayet iyi yapılandırılmış olan izleme faaliyetlerinin Rusya'nın da oldukça ilgisini çektiğini belirtti.",train
"After feeling trapped at Dadaab and in Kenya for 23 years, Fish hopes to resettle somewhere less hostile with his daughters, who still live at the camp.",He hopes to make a new life.,train
They were kept there incommunicado for the next two years and forbidden any visitation or communication with their families.,Önümüzdeki iki yıl boyunca hücreye atıldılar ve aileleri ile herhangi bir ziyaret ya da iletişim yasaklandı.,train
"When dealing with literary references, he relied on translations of classic English works by other Macedonian translators and archaic language found in preserved writings by Macedonian authors from the same time period and in religious literature written in Old Church Slavonic.","Edebi göndergelerle karşılaştığında, klasik İngiliz eserlerinin diğer Makedon çevirmenlerce yapılan çevirilerinden, aynı dönemdeki Makedon yazarların korunmuş yazmalarında bulunan eski dilden ve Eski Kilise Slavcası'nda yazılan dini edebiyattan yardım aldı.",train
"There are inescapable social costs to this change, such as the older generation potentially becoming illiterate, or at least disadvantaged.","Bu değişimin kaçınılmaz sosyal maliyetleri de olacaktır, örneğin eski kuşak potansiyel olarak cahil olacak, ya da onların aleyhine olacaktır.",train
Answer 3: What Sheikh Abu Bakr has said is correct.,Cevap 3: Şeyh Abu Bakr'in söylediği doğrudur.,train
"And that's when Nneka gets into what she calls her ""funk.""","Ve Nneka bu zamanlarda ""funk"" dediği hâline giriyor.",train
Support poured in to send his body to his final resting place.,Naaşının ebedi huzura kavuşması için destekler yağdı.,train
Energy and access to air conditioning has become an increasingly important issue.,Enerji ve klimaların tedarik edilmesi giderek önemli bir konu haline geldi.,train
Politics has nothing to do with it.,Politikanın bununla hiçbir alakası yok.,train
Commuters travelling from the outskirts of the city to the main downtown had to walk two-three kilometres to reach their destination due to the closed roads.,Şehrin kenar mahallelerinden şehir merkezine giden banliyö çalışanları kapatılan yollar yüzünden gidecekleri yere ulaşmak için iki-üç kilometre yürümek zorunda kaldılar.,train
DRC's Joseph Kabila Isolated as Delays to Organise the 2018 Elections Continue · Global Voices,Kongo'nun (DRC) Joseph Kabila'sı ve 2018 Seçimleri,train
"The world is getting better, but not as good as imagined.","Dünya iyi hale geliyor, ancak hayal edilemeyecek kadar iyi değil.",train
"On average each writer produces 5000 words daily, although that number can reach nearly 20,000 words per day.",Rakamlar günde 20 bini bulmasına rağmen her yazar günlük ortalama 5000 kelime üretiyor.,train
One of the comments on Andrew Finkel's post was telling of how horrible such statements are:,"Protestolar bir slogan etrafında toplandı: “benim bedenim, benim kararim”.",train
Heartbreaking.,İçler acısı.,train
"#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq. pic.twitter.com/8O6NOBWGbO — Zaid Benjamin (@zaidbenjamin) August 19, 2014","#ISIS, foto muhabiri James Wright Foley'i, ABD'ye müdahalelerini durdurması için bir mesaj olarak infaz etti.",train
